Mod:Item:MetaData, Localized Name
hbm:item.bedrock_ore:225, Бедроковая руда (Тяжёлая металлическая), серная побочка
hbm:item.bedrock_ore:241, Бедроковая руда (Тяжёлая металлическая), обожжённая серная побочка
hbm:item.bedrock_ore:257, Бедроковая руда (Тяжёлая металлическая), переплавленная серная побочка
hbm:item.bedrock_ore:273, Бедроковая руда (Тяжёлая металлическая), промытая серная побочка
hbm:item.bedrock_ore:289, Бедроковая руда (Тяжёлая металлическая), растворённая побочка
hbm:item.bedrock_ore:305, Бедроковая руда (Тяжёлая металлическая), обожжённая растворенная побочка
hbm:item.bedrock_ore:321, Бедроковая руда (Тяжёлая металлическая), переплавленная растворенная побочка
hbm:item.bedrock_ore:337, Бедроковая руда (Тяжёлая металлическая), промытая растворенная побочка
hbm:item.bedrock_ore:353, Бедроковая руда (Тяжёлая металлическая), очищенная побочка
hbm:item.bedrock_ore:369, Бедроковая руда (Тяжёлая металлическая), обожжённая очищенная побочка
hbm:item.bedrock_ore:385, Бедроковая руда (Тяжёлая металлическая), переплавленная очищенная побочка
hbm:item.bedrock_ore:401, Бедроковая руда (Тяжёлая металлическая), промытая очищенная побочка
hbm:item.bedrock_ore:2, Бедроковая руда (Редкоземельная)
hbm:item.bedrock_ore:18, Обожжённая бедроковая руда (Редкоземельная)
hbm:item.bedrock_ore:34, Промытая бедроковая руда (Редкоземельная)
hbm:item.bedrock_ore:50, Бедроковая руда (Редкоземельная), первичная фракция
hbm:item.bedrock_ore:66, Бедроковая руда (Редкоземельная), обожжённая первичная фракция
hbm:item.bedrock_ore:82, Бедроковая руда (Редкоземельная), серная первичная фракция
hbm:item.bedrock_ore:98, Бедроковая руда (Редкоземельная), отделённая серная первичная фракция
hbm:item.bedrock_ore:114, Бедроковая руда (Редкоземельная), растворённая первичная фракция
hbm:item.bedrock_ore:130, Бедроковая руда (Редкоземельная), отделённая растворенная первичная фракция
hbm:item.bedrock_ore:146, Бедроковая руда (Редкоземельная), очищенная первичная фракция
hbm:item.bedrock_ore:162, Бедроковая руда (Редкоземельная), отделённая очищенная первичная фракция
hbm:item.bedrock_ore:178, Бедроковая руда (Редкоземельная), первичная фракция, большой вес
hbm:item.bedrock_ore:194, Бедроковая руда (Редкоземельная), первичная фракция, малый вес
hbm:item.bedrock_ore:210, Куски бедроковой руды (Редкоземельная)
hbm:item.bedrock_ore:226, Бедроковая руда (Редкоземельная), серная побочка
hbm:item.bedrock_ore:242, Бедроковая руда (Редкоземельная), обожжённая серная побочка
hbm:item.bedrock_ore:258, Бедроковая руда (Редкоземельная), переплавленная серная побочка
hbm:item.bedrock_ore:274, Бедроковая руда (Редкоземельная), промытая серная побочка
hbm:item.bedrock_ore:290, Бедроковая руда (Редкоземельная), растворённая побочка
hbm:item.bedrock_ore:306, Бедроковая руда (Редкоземельная), обожжённая растворенная побочка
hbm:item.bedrock_ore:322, Бедроковая руда (Редкоземельная), переплавленная растворенная побочка
hbm:item.bedrock_ore:338, Бедроковая руда (Редкоземельная), промытая растворенная побочка
hbm:item.bedrock_ore:354, Бедроковая руда (Редкоземельная), очищенная побочка
hbm:item.bedrock_ore:370, Бедроковая руда (Редкоземельная), обожжённая очищенная побочка
hbm:item.bedrock_ore:386, Бедроковая руда (Редкоземельная), переплавленная очищенная побочка
hbm:item.bedrock_ore:402, Бедроковая руда (Редкоземельная), промытая очищенная побочка
hbm:item.bedrock_ore:3, Бедроковая руда (Актинидная)
hbm:item.bedrock_ore:19, Обожжённая бедроковая руда (Актинидная)
hbm:item.bedrock_ore:35, Промытая бедроковая руда (Актинидная)
hbm:item.bedrock_ore:51, Бедроковая руда (Актинидная), первичная фракция
hbm:item.bedrock_ore:67, Бедроковая руда (Актинидная), обожжённая первичная фракция
hbm:item.bedrock_ore:83, Бедроковая руда (Актинидная), серная первичная фракция
hbm:item.bedrock_ore:99, Бедроковая руда (Актинидная), отделённая серная первичная фракция
hbm:item.bedrock_ore:115, Бедроковая руда (Актинидная), растворённая первичная фракция
hbm:item.bedrock_ore:131, Бедроковая руда (Актинидная), отделённая растворенная первичная фракция
hbm:item.bedrock_ore:147, Бедроковая руда (Актинидная), очищенная первичная фракция
hbm:item.bedrock_ore:163, Бедроковая руда (Актинидная), отделённая очищенная первичная фракция
hbm:item.bedrock_ore:179, Бедроковая руда (Актинидная), первичная фракция, большой вес
hbm:item.bedrock_ore:195, Бедроковая руда (Актинидная), первичная фракция, малый вес
